name,url,rating,number_of_ratings,price,asin,Manufacturer,Product Details,Details
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D4T9R5/ref=sr_1_182?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-182,4.3 out of 5 stars,73,399,B0C2D4T9R5,Tabelito Trade India,"Care Instructions: Hand Wash Only
The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.
MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex
LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.
NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.
The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.
The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.","Product Dimensions : 8 x 32 x 42 cm; 380 Grams
Date First Available : 13 April 2023
Manufacturer : Tabelito Trade India
ASIN : B0C2D4T9R5
Item model number : NEXA
Country of Origin : India
Department : unisex-adult
Manufacturer : Tabelito Trade India, Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528
Packer : Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528
Importer : Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528
Item Weight : 380 g
Item Dimensions LxWxH : 8 x 32 x 42 Centimeters
Net Quantity : 1 count
Generic Name : NEXA LAPTOP BACKPACK"
"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_183?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-183,4.3 out of 5 stars,73,399,B0C2D3YR7T,Tabelito Trade India,"Care Instructions: Hand Wash Only
The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.
MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex
LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.
NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.
The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.
The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.","Product Dimensions : 8 x 32 x 42 cm; 380 Grams
Date First Available : 13 April 2023
Manufacturer : Tabelito Trade India
ASIN : B0C2D3YR7T
Item model number : NEXA
Country of Origin : India
Department : unisex-adult
Manufacturer : Tabelito Trade India, Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528
Packer : Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528
Importer : Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528
Item Weight : 380 g
Item Dimensions LxWxH : 8 x 32 x 42 Centimeters
Net Quantity : 1 count
Generic Name : NEXA LAPTOP BACKPACK"
"Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women55L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack",https://www.amazon.in/Ultrafit-15-6-inch-Backpacks-Travelling-Backpack-Black/dp/B082Y7TZ8Z/ref=sr_1_184?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-184,4.4 out of 5 stars,461,3799,B082Y7TZ8Z,TSpark,"Fits up to 15.6-inch laptops, making it a great choice for students or professionals on the go.
55L capacity offers ample space for all your outdoor and travel essentials, while still being compact enough for everyday use.
Versatile 3-in-1 design lets you use it as an office bag, travel bag, or hiking backpack, making it a great all-purpose bag.
Features a water bottle holder, so you can stay hydrated on the go and keep your water bottle easily accessible.
Durable construction and water-resistant material make this backpack suitable for use in all weather conditions.","Product Dimensions : 27 x 34 x 52 cm; 1.45 Kilograms
Date First Available : 19 December 2019
Manufacturer : TSpark
ASIN : B082Y7TZ8Z
Item model number : 1908 & 1908 Plus
Department : unisex-adult
Manufacturer : TSpark
Item Weight : 1 kg 450 g
Item Dimensions LxWxH : 27 x 34 x 52 Centimeters"
HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (All) (Grey & Black),https://www.amazon.in/HEROZ-Hammer-Durable-Travel-Laptop/dp/B07MGDFT9C/ref=sr_1_185?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-185,4.2 out of 5 stars,8030,1499,B07MGDFT9C,"Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055","Warranty type: Manufacturer, 1 year domestic warranty<br> <br>
Special Features: Laptop Compartment; Pocket Description: Utility Pocket; Age Range Description: Adult; Closure Type: Zipper Snap; Pattern Name: Solid; Warranty Description: 1. Year Manufacturer Warranty; Strap Type: Chain; Compartment Description: Greater Than 17 Inches <br>
› See more product details","HEROZ Hammer Unisex Nylon 45 L Travel Laptop Backpack Information
Technical Details
Brand HEROZ
Manufacturer Heroz, A-630, Amar puri, Krishna Basti, Ram Tirath nagar. Pahar Ganj. New Deihi. 110055
Model 058
Model Name HAMMER
Product Dimensions 33.66 x 23.5 x 53.34 cm; 990 Grams
Item model number 058
Special Features Chest strap, Laptop Compartment, Earphone cord support, Raincover, Phone holder
Number of items 1
Standing screen display size 17.3 Inches
Batteries Included No
Batteries Required No
Material Polyester
Has Auto Focus No
Programmable Buttons No
Manufacturer Heroz
Country of Origin India
Item Weight 990 g
Additional Information
ASIN B07MGDFT9C
Customer Reviews 4.2
8,031 ratings
4.2 out of 5 stars
Best Sellers Rank #3,300 in Electronics (See Top 100 in Electronics)
#79 in Laptop Backpacks
Date First Available 11 January 2019
Item Dimensions LxWxH 33.7 x 23.5 x 53.3 Centimeters
Feedback
Would you like to tell us about a lower price?"
Travalate Travel Duffle Luggage Bag Organizer | Multi Pocket Ultra-Light| Polyester 45 Lt| Men and Women | 21 X 09 X 11 Inch | Grey,https://www.amazon.in/Travalate-Luggage-Organizer-Ultra-Light-Polyester/dp/B0BZDLS9VW/ref=sr_1_186?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-186,4.1 out of 5 stars,30,948,B0BZDLS9VW,Travalate,"MATERIALS: Water-resistant, strong, ultra-light polyester fabric, breathable material and zippers are all features of our product. Clean stitching and a strong zinc alloy zipper clasp make this bag comfortable to wear, and side handles make it easy to carry.
MULTI-PURPOSE: With their great waterproofing, these waterproof bags are a great travel companion for most outdoor activities such as sports, weekend, overnight, shopping, motorcycle riding and other adventures. You can store all your things in one place.
IDEAL GIFT: The Travalate bag is perfect for traveling as a new Memorial Day and weekend bag. Don't be afraid to grab these bags and head out on your amazing adventure. You'll find this bag just what you're looking for! It is functional and acceptable for everyday use.
STRONG ZIPPER AND HANDLES EASY TO CARRY: To distinguish the bag, they have a zip closure. It has a snap-closure handle, making it portable and easy to transport. The zipper in the main area has a unique design that makes opening and closing the bag easy.
LIGHTWEIGHT DESIGN: When packed, it is ultra-light and compact, and can be hidden practically anywhere, yet it has a significant capacity that can accommodate almost all of your essentials for a short vacation. It can be used for business travel, travel, camping and at home, among other things.","Product Dimensions : 53.34 x 22.86 x 27.94 cm; 600 Grams
Date First Available : 23 March 2023
Manufacturer : Travalate
ASIN : B0BZDLS9VW
Item model number : 2040
Country of Origin : India
Department : mens
Manufacturer : Travalate, Email ID:support@travalate.world, Contact Number:+91 1414921871
Item Weight : 600 g
Item Dimensions LxWxH : 53.3 x 22.9 x 27.9 Centimeters
Net Quantity : 1.00 count"
American Tourister SPIN LAPTOP BACKPACK 28L POLYESTER BLACK,https://www.amazon.in/American-Tourister-LAPTOP-BACKPACK-POLYESTER/dp/B0BLCXMTZ7/ref=sr_1_189?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-189,3.4 out of 5 stars,29,899,B0BLCXMTZ7,Samsonite South Asia Pvt. Ltd.,"Care Instructions: Wipe with Damp Cloth
Internal Organizer in the front for secure placement & easy access of all your essentials
Pocket on the side to accommodate your sipper/bottle or umbrella
Mesh padding on back & shoulder straps for superior comfort and breathability
Lightweight & voluminous backpack made of durable double dot polyester fabric","Product Dimensions : 34 x 33.5 x 50 cm; 450 Grams
Date First Available : 3 November 2022
Manufacturer : Samsonite South Asia Pvt. Ltd.
ASIN : B0BLCXMTZ7
Item model number : FS0 (0) 09 003
Country of Origin : India
Department : unisex-adult
Manufacturer : Samsonite South Asia Pvt. Ltd., Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403
Packer : Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403
Importer : Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403
Item Weight : 450 g
Item Dimensions LxWxH : 34 x 33.5 x 50 Centimeters
Net Quantity : 1 Count
Generic Name : College bags"
"TRUE HUMAN® EMPEROR 15.6 inch laptop bag with USB charging port Laptop bag,office bag, college bags anti theft (CAPTAIN)",https://www.amazon.in/TRUE-EMPEROR-charging-college-CAPTAIN/dp/B0C6HZDWRQ/ref=sr_1_190?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-190,3.8 out of 5 stars,5,649,B0C6HZDWRQ,sions : 32 x 21 x 6 cm; 740 Grams,"Superior & Durability Made of durable and water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different
Multiple Compartments The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease
USB Charging Port External USB port with built-in charging cable enables convenient charging by connecting your power bank with your electronic devices
The backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness Band
Age Range Description: Adult; Style Name:cooper","Product Dimensions : 32 x 21 x 6 cm; 740 Grams
Date First Available : 28 May 2023
ASIN : B0C6HZDWRQ
Item model number : CAPTAIN001
Country of Origin : India
Department : unisex-adult
Item Weight : 740 g
Item Dimensions LxWxH : 32 x 21 x 6 Centimeters"
F Gear Circadian Guc Black 27 Ltrs Casual Backpack (3330),https://www.amazon.in/F-Gear-Circadian-Guc-Black-Casual-Backpack/dp/B084THQXCD/ref=sr_1_191?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-191,4.2 out of 5 stars,723,799,B084THQXCD,Uber Fashion Merchandise Pvt. Ltd.,"Outer Material: Polyester, Color: Circadian Guc Black
Wear resistant, Water resistant
Capacity: 27 liters; Weight: 440 grams; Dimensions: 31 cms x 22 cms x 43 cms (LxWxH)
Number of compartments: 2
Laptop Compatibility: NoStrap Type: Adjustable
Warranty type: Manufacturer; 1 year manufacturer warranty from the original date of purchase","Product Dimensions : 31 x 22 x 43 cm; 440 Grams
Date First Available : 14 February 2020
Manufacturer : Uber Fashion Merchandise Pvt. Ltd.
ASIN : B084THQXCD
Item model number : 3330
Country of Origin : India
Department : unisex-adult
Manufacturer : Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590
Packer : Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 561665
Item Weight : 440 g
Item Dimensions LxWxH : 31 x 22 x 43 Centimeters
Net Quantity : 1 count
Included Components : Pack of 1 Backpack
Generic Name : Casual Backpack"
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX/ref=sr_1_192?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-192,3.2 out of 5 stars,34,181,B0BX9FLPNX,"Avon Lifestyle Pvt Ltd, Customer Care Email : customercare@avonlifestyle.com, Customer Care Contact : 9321366003","EXCELLENT QUALITY MATERIAL: This fantastic backpack is made of good-quality polyester, which makes it extremely durable and ideal for long-term use. It has a 10 L capacity.
VERSATILE APPLICATION: A side from travel, it can be used as a weekend bag or a training bag. It's a dependable, sturdy backpack for a quick trip or vacation.
STURDY ZIPPERS AND ADJUSTABLE STRAPS: Straps can be adjusted to the user's needs, & good zippers make it simple to frequently take things out and keep them without causing wear and tear.
ERGONOMIC DESIGN: It has a practical design and looks very sophisticated and classy. It is incredibly convenient to carry on the back, making it perfect for everyday use.
› See more product details","Product information
Technical Details
Brand Murano
Manufacturer Avon Lifestyle Pvt Ltd, Customer Care Email : customercare@avonlifestyle.com, Customer Care Contact : 9321366003
Series Louis
Colour Orange
Item Height 40.6 Centimeters
Item Width 25.4 Centimeters
Product Dimensions 43.2 x 25.4 x 40.6 cm; 290 Grams
Manufacturer Avon Lifestyle Pvt Ltd
Country of Origin India
Item Weight 290 g
Additional Information
ASIN B0BX9FLPNX
Customer Reviews 3.2
35 ratings
3.2 out of 5 stars
Best Sellers Rank #1,230 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)
#607 in Bags & Backpacks
Date First Available 2 March 2023
Packer Avon Lifetsyle Pvt Ltd, Bhiwandi- 421302. Customer Care Email : customercare@avon lifestyle .com, Customer Care Contact : 9321366003
Item Dimensions LxWxH 43.2 x 25.4 x 40.6 Centimeters
Net Quantity 1 Piece
Generic Name Day Backpack
Feedback
Would you like to tell us about a lower price?"
Caprese Yondella Women's Sling Bag (Saddle),https://www.amazon.in/Caprese-Yondella-Womens-Sling-Saddle/dp/B07B9FBW3C/ref=sr_1_193?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-193,4.3 out of 5 stars,354,939,B07B9FBW3C,No,"Faux leather material saddle colored sling bag
19 centimeters height x 24 centimeters length x 10 centimeters width
Do not expose to extreme heat
Metal plate branding
Flat adjustable straps
Flap closure
Adjustable sling handle
Country of Origin: China","Is Discontinued By Manufacturer : No
Product Dimensions : 19 x 10 x 24 cm; 500 Grams
Date First Available : 7 March 2018
Manufacturer : VIP Industries Ltd
ASIN : B07B9FBW3C
Item model number : SGYONMDSAD
Department : womens
Manufacturer : VIP Industries Ltd
Packer : VIP Industries Ltd DGP House, 5 th Floor 88C Old Prabhadevi Road Mumbai, Maharashtra - 400025 24X7 Toll Free Helpline No. 1800-1022-273
Importer : VIP Industries Ltd DGP House, 5 th Floor 88C Old Prabhadevi Road Mumbai, Maharashtra - 400025 24X7 Toll Free Helpline No. 1800-1022-273
Item Weight : 500 g
Item Dimensions LxWxH : 19 x 10 x 24 Centimeters
Included Components : 1 U Sling Bag
Generic Name : Sling Bag (Saddle)"
"Swiss Military Hard Shell Travel Backpack UFO, Alien Series Dimond Cut ABS Hardshell upto 15.6 Inch Laptop",https://www.amazon.in/Swiss-Military-Travel-Backpack-Hardshell/dp/B0C3MHG797/ref=sr_1_194?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-194,3.5 out of 5 stars,6,3899,B0C3MHG797,"Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020","Care Instructions: Wipe with Dry Cloth
Unique Diamond Cut ABS Hard-shell Design. Accommodates Upto 15.6"" Laptop.
Kissing Zip Pullers for Locking Mechanism. Separate Compartment for IPad / Notebook.
Velcro Flap to Prevent 180° Opening. Elasticated File / Documents Holder. 180° Opening for Packing / Unpacking Ease. Separate Mesh Zipper Pocket for Accessories.
Spacious Garments / Files Pocket for Overnight Travel. Miscellaneous Storage pockets for organizing ease.
Premium Padded Back Mesh Panel for Extra Comfort. Adjustable Shoulder Strap for Comfort Fit. Comfort Grip Carrying Handle.","Product Dimensions : 19 x 33 x 50 cm; 1.4 Kilograms
Date First Available : 26 April 2023
Manufacturer : Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020
ASIN : B0C3MHG797
Item model number : HBP01
Country of Origin : India
Department : unisex-adult
Manufacturer : Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020, Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020
Packer : Swiss Military Consumer Goods Limited, W-39, Okhla Industrial Area, Delhi , Delhi - 110020
Item Weight : 1 kg 400 g
Item Dimensions LxWxH : 19 x 33 x 50 Centimeters
Net Quantity : 1.00 count
Generic Name : Laptop Backpacks"
Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-195,3.6 out of 5 stars,75,599,B09CMS3K2S,Half_Moon,"Care Instructions: Hand Wash Only
SPACIOUS AND LIGHTWEIGHT: Light weight & spacious laptop bag for men comes with 3 compartments. One is for carrying laptop inside (Upto 17""), with padding for safety, and space for laptop accessories like charger, etc. Second compartment of office bag for men is for books, files & all your day to day essentials. And third compartment of backpack for men is for your extra stuff. Laptop backpacks for men has provision for holding bottles on both sides & has padded shoulder straps for your comfort
COMFORT WITH QUALITY: This backpack for men has Wide, Padded & Adjustable shoulder straps & Padded Back for comfort in carrying heavy items. The laptop bag for men is stitched properly & Bartacks on every pressure point for extra durability. The office bag for men are made with strong yet light weight polyester fabric with heavy zippers. College Bags for men also comes with a Rain cover so that you can travel during rainy season without any problem. This laptop bag can be used by everyone.
SMART & TRENDY LOOKS: This Large backpack for men is smart, trendy and stylish in looks. The multipurpose college bags for men looks smart, athletic and venturesome and the blend of grey and red makes it appear exquisite. Your hiking trips, mountaineering experience cannot get completed without this amazing trekking backpack. PREMIUM FABRIC : Premium Polyester, Stylish and durable backpack for school /college and travel. Easily accommodate a laptop. Size: 46 cm X 31 cm X 22 cm
ENDURING & LONG LASTING: This trekking backpack for men/laptop bag for men is made up of highly durable material, which makes it suitable for all weather conditions including rains & extreme scorching heat. It will not only keep the inside stuff safe but will also resist damage to itself. INTERNAL ORGANISER: This backpack has an Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.
OTHER FEATURES OF LAPTOP BAG FOR MEN: The office bag for men / office bag for women is Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, Reflector Logo, etc.","Product Dimensions : 46 x 31 x 22 cm; 440 Grams
Date First Available : 14 August 2021
Manufacturer : Half_Moon
ASIN : B09CMS3K2S
Item model number : Laptop backpack
Country of Origin : India
Department : unisex-adult
Manufacturer : Half_Moon
Item Weight : 440 g
Item Dimensions LxWxH : 46 x 31 x 22 Centimeters
Net Quantity : 1 Count"
"Amazon Basics Laptop Messenger Bag with Adjustable Shoulder Strap, Padded Compartment & Storage Pockets, Lightweight, Water-Resistant, Travel-Friendly, Fits Up To 15.6"" Laptops (Unisex, Black & Grey)",https://www.amazon.in/Adjustable-Compartment-Lightweight-Water-Resistant-Travel-Friendly/dp/B0C3RDFPVN/ref=sr_1_196?crid=2M096C61O4MLT&keywords=bags&qid=1690028198&sr=8-196,4.7 out of 5 stars,984,799,B0C3RDFPVN,"IRIS TECH, IRIS TECH,G-1/G-2, Dharam complex, Phase-1, Opp.Sapna Bar, Anjur Mankoli Road, Bhiwandi-421302","Get convenience and style with this laptop messenger bag from Amazon Basics.
PADDED LAPTOP COMPARTMENT: It comes with a padded pocket suitable for a 15.6"" laptop.
STORAGE POCKETS: Besides, it contains one inner pocket and two zipper pockets in the front and the back. These help you organise and store your phone, tablet, keys, passport, power bank, wallet, and other useful items.
LIGHTWEIGHT: This bag is lightweight and stylish, making it apt to carry to school, work, business trips, and more.
DURABLE AND WATER-RESISTANT: Made from long-lasting, water-resistant nylon, this messenger bag protects your belongings against accidental scratches, drops, shocks, and spills. The metal zippers add to its sturdiness and reliability.
CONVENIENT: This bag comes with an adjustable strap with shoulder pads for added comfort. You may even remove the strap and carry it as a handbag. It attaches easily to trolleys or luggage handles, making it the perfect on-the-go laptop case.
WIDE COMPATIBILITY: This Amazon Basics bag is compatible with 15"" laptops, and is perfect for everyday use.
COLOUR: Black and grey
› See more product details","Amazon Basics Laptop Messenger Bag Information
Technical Details
Brand amazon basics
Manufacturer IRIS TECH, IRIS TECH,G-1/G-2, Dharam complex, Phase-1, Opp.Sapna Bar, Anjur Mankoli Road, Bhiwandi-421302
Series Laptop Bag
Colour Black - Grey
Item Height 12 Centimeters
Item Width 25 Millimeters
Product Dimensions 18.5 x 2.5 x 12 cm; 400 Grams
Item model number AB-LB-02
Included Components Messenger Bag
Manufacturer IRIS TECH
Country of Origin India
Item Weight 400 g
Additional Information
ASIN B0C3RDFPVN
Customer Reviews 4.7
984 ratings
4.7 out of 5 stars
Best Sellers Rank #2,628 in Computers & Accessories (See Top 100 in Computers & Accessories)
#35 in Laptop Messenger & Shoulder Bags
Date First Available 28 June 2023
Packer IRIS TECH,G-1/G-2, Dharam complex, Phase-1, Opp.Sapna Bar, Anjur Mankoli Road, Bhiwandi-421302
Item Dimensions LxWxH 18.5 x 2.5 x 12 Centimeters
Generic Name Laptop Bag
Feedback
Would you like to tell us about a lower price?"
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX/ref=sr_1_195?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-195,3.2 out of 5 stars,34,181,B0BX9FLPNX,"Avon Lifestyle Pvt Ltd, Customer Care Email : customercare@avonlifestyle.com, Customer Care Contact : 9321366003","EXCELLENT QUALITY MATERIAL: This fantastic backpack is made of good-quality polyester, which makes it extremely durable and ideal for long-term use. It has a 10 L capacity.
VERSATILE APPLICATION: A side from travel, it can be used as a weekend bag or a training bag. It's a dependable, sturdy backpack for a quick trip or vacation.
STURDY ZIPPERS AND ADJUSTABLE STRAPS: Straps can be adjusted to the user's needs, & good zippers make it simple to frequently take things out and keep them without causing wear and tear.
ERGONOMIC DESIGN: It has a practical design and looks very sophisticated and classy. It is incredibly convenient to carry on the back, making it perfect for everyday use.
› See more product details","Product information
Technical Details
Brand Murano
Manufacturer Avon Lifestyle Pvt Ltd, Customer Care Email : customercare@avonlifestyle.com, Customer Care Contact : 9321366003
Series Louis
Colour Orange
Item Height 40.6 Centimeters
Item Width 25.4 Centimeters
Product Dimensions 43.2 x 25.4 x 40.6 cm; 290 Grams
Manufacturer Avon Lifestyle Pvt Ltd
Country of Origin India
Item Weight 290 g
Additional Information
ASIN B0BX9FLPNX
Customer Reviews 3.2
35 ratings
3.2 out of 5 stars
Best Sellers Rank #1,230 in Bags, Wallets and Luggage (See Top 100 in Bags, Wallets and Luggage)
#607 in Bags & Backpacks
Date First Available 2 March 2023
Packer Avon Lifetsyle Pvt Ltd, Bhiwandi- 421302. Customer Care Email : customercare@avon lifestyle .com, Customer Care Contact : 9321366003
Item Dimensions LxWxH 43.2 x 25.4 x 40.6 Centimeters
Net Quantity 1 Piece
Generic Name Day Backpack
Feedback
Would you like to tell us about a lower price?"
Martucci Jersey 45L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack,https://www.amazon.in/Martucci-Waterproof-Backpack-College-Business/dp/B0BRJRVH6D/ref=sr_1_197?crid=2M096C61O4MLT&keywords=bags&qid=1690028209&sr=8-197,3.7 out of 5 stars,152,809,B0BRJRVH6D,Martucci,"Durability & Design: 45L Laptop Backpack 2 Large Compartments, 1 Easy access front Pocket with1 Mesh Side Bottle Pocket and Phone Pocket. Fabric: Light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women.
FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 18 inches),
Ergonomic Design: Thick cushioning around the shoulders and on the back panel makes the backpack super light and comfortable on the move. “S” Shaped shoulder strap distribute the weight of the backpack across your upper body.
FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 20 inch X 14 inch X 8 inch.","Product Dimensions : 8 x 14 x 20 cm; 350 Grams
Date First Available : 2 January 2023
Manufacturer : Martucci
ASIN : B0BRJRVH6D
Item model number : 45L-Jersey-Airport Blue
Country of Origin : India
Department : unisex-adult
Manufacturer : Martucci
Item Weight : 350 g
Item Dimensions LxWxH : 8 x 14 x 20 Centimeters
Net Quantity : 1.00 count"
